date,montant,type_transaction,id_client,region,frequence_transaction,souscrit_offre
2038-08-25,8004,retrait,72,San-Pédro,19,0
2041-02-02,1675,retrait,177,San-Pédro,26,0
2030-04-12,8009,dépôt,72,San-Pédro,10,0
2026-02-04,1982,retrait,80,Abidjan,5,0
2036-03-27,822,dépôt,143,Bouaké,4,0
2042-11-03,8393,paiement,186,Abidjan,3,0
2036-06-16,3317,dépôt,79,San-Pédro,10,1
2034-10-28,1614,paiement,163,San-Pédro,25,0
2043-04-18,9137,dépôt,159,Yamoussoukro,27,0
2034-05-07,4478,paiement,69,Yamoussoukro,21,0
2026-05-21,3434,paiement,21,Bouaké,10,0
2044-03-16,351,retrait,132,San-Pédro,3,0
2042-09-07,5908,retrait,147,Abidjan,21,0
2029-04-01,1217,retrait,39,Yamoussoukro,20,1
2037-11-18,2183,retrait,86,Bouaké,10,0
2042-03-05,190,paiement,135,Abidjan,25,0
2034-03-17,6323,dépôt,25,San-Pédro,20,1
2035-09-28,2812,retrait,28,Bouaké,3,1
2041-10-29,9026,retrait,21,Abidjan,11,1
2024-01-22,4250,retrait,41,Yamoussoukro,29,0
2027-06-17,5147,dépôt,165,Bouaké,10,1
2032-10-25,9887,dépôt,29,Abidjan,26,0
2030-06-07,5488,dépôt,197,Yamoussoukro,21,1
2041-11-13,559,paiement,145,Abidjan,29,0
2039-10-21,5240,paiement,7,San-Pédro,20,0
2042-03-07,6365,paiement,25,Bouaké,8,0
2031-09-25,207,dépôt,20,San-Pédro,22,1
2034-10-15,9499,paiement,73,Yamoussoukro,18,1
2025-06-28,5942,retrait,26,Yamoussoukro,19,1
2039-07-28,549,retrait,130,Abidjan,26,1
2028-02-10,7643,dépôt,60,San-Pédro,29,0
2028-01-17,929,paiement,51,Yamoussoukro,23,1
2029-11-02,1530,retrait,186,Bouaké,7,1
2040-12-11,9772,dépôt,109,Yamoussoukro,11,0
2037-03-20,2013,paiement,150,Bouaké,9,0
2036-11-19,2226,retrait,148,Abidjan,2,0
2033-12-20,3963,dépôt,151,San-Pédro,29,0
2030-05-26,6884,dépôt,184,Bouaké,26,0
2041-01-09,544,retrait,158,Yamoussoukro,26,0
2023-11-28,7012,paiement,191,Yamoussoukro,2,0
2035-11-14,4833,dépôt,29,Yamoussoukro,13,0
2044-03-19,2551,dépôt,105,Bouaké,10,1
2029-09-25,999,retrait,15,Abidjan,28,1
2027-11-10,7312,paiement,104,Yamoussoukro,25,0
2036-08-28,8869,dépôt,191,Bouaké,8,0
2037-05-06,5803,paiement,184,San-Pédro,24,0
2030-05-10,7958,retrait,193,San-Pédro,3,0
2041-06-27,5319,dépôt,190,San-Pédro,4,1
2040-10-18,2679,dépôt,111,Bouaké,18,0
2041-12-14,6450,retrait,19,Yamoussoukro,18,1
2039-02-14,6752,retrait,169,Bouaké,28,1
2041-09-28,7781,paiement,168,Bouaké,10,0
2039-10-05,3473,dépôt,189,Bouaké,18,0
2038-08-22,8566,retrait,133,Abidjan,5,1
2039-07-03,2227,dépôt,13,Bouaké,22,1
2023-06-23,6454,dépôt,21,Abidjan,11,0
2032-02-04,2716,dépôt,71,Bouaké,6,1
2039-10-31,3703,dépôt,35,Abidjan,2,0
2032-03-26,9515,paiement,13,Abidjan,1,1
2032-01-25,1597,retrait,112,Abidjan,22,0
2036-02-23,3447,retrait,171,Abidjan,20,0
2042-10-27,9623,retrait,48,Abidjan,3,1
2044-06-24,2099,dépôt,95,Bouaké,5,1
2037-08-19,7692,retrait,48,San-Pédro,26,0
2032-04-26,3151,paiement,7,Abidjan,4,0
2023-01-19,972,retrait,45,Bouaké,5,0
2033-02-08,1826,retrait,114,Bouaké,5,0
2039-07-22,2654,retrait,172,Bouaké,22,0
2034-03-20,7008,retrait,170,Bouaké,29,1
2032-12-07,973,retrait,25,San-Pédro,22,1
2040-05-10,2227,dépôt,164,Bouaké,3,0
2028-12-14,3533,retrait,39,Yamoussoukro,7,1
2026-09-18,2724,dépôt,75,San-Pédro,7,0
2036-04-18,8033,dépôt,178,San-Pédro,2,1
2042-11-13,2521,dépôt,174,Bouaké,23,0
2031-07-10,7147,paiement,100,San-Pédro,21,0
2023-07-02,6649,dépôt,106,Bouaké,13,0
2040-02-16,3951,retrait,89,Yamoussoukro,19,0
2040-05-03,9188,paiement,190,Abidjan,9,1
2027-12-18,6467,dépôt,6,Yamoussoukro,1,0
2037-02-27,3737,dépôt,159,Bouaké,11,0
2027-12-06,7308,paiement,86,Bouaké,18,0
2029-08-26,9904,paiement,147,Bouaké,25,0
2039-12-06,8433,paiement,193,San-Pédro,21,1
2044-02-04,7065,paiement,117,Yamoussoukro,29,0
2044-05-30,1073,dépôt,133,Bouaké,27,0
2038-04-09,6448,paiement,141,Bouaké,12,0
2037-08-05,5095,paiement,28,Bouaké,3,0
2043-11-18,5799,retrait,1,Bouaké,1,1
2026-03-05,8170,retrait,135,Bouaké,26,1
2026-04-28,2254,paiement,3,Yamoussoukro,6,0
2026-08-18,3423,paiement,199,Bouaké,24,0
2036-07-03,3966,retrait,109,Bouaké,24,0
2026-12-26,1618,paiement,122,Yamoussoukro,16,1
2035-11-08,1416,paiement,161,Abidjan,6,0
2039-10-11,1505,paiement,183,Bouaké,16,1
2027-07-03,7878,dépôt,183,Abidjan,19,1
2028-11-10,8522,dépôt,170,Yamoussoukro,9,1
2035-06-03,4345,retrait,51,Abidjan,7,0
2035-03-16,2450,paiement,66,San-Pédro,8,0
2040-09-14,2964,paiement,165,Yamoussoukro,8,1
2034-12-27,1807,dépôt,81,Yamoussoukro,1,0
2024-12-30,9487,dépôt,135,San-Pédro,20,0
2034-12-06,7163,retrait,120,Yamoussoukro,10,0
2028-04-20,5608,dépôt,122,Yamoussoukro,29,0
2033-05-21,5419,retrait,19,Yamoussoukro,5,1
2043-06-09,2332,retrait,83,Abidjan,9,1
2041-11-25,8950,retrait,137,San-Pédro,17,0
2042-05-15,9575,retrait,143,Abidjan,12,0
2026-01-15,6530,retrait,9,Yamoussoukro,27,0
2040-10-21,346,retrait,143,Bouaké,21,0
2031-03-18,871,retrait,16,San-Pédro,20,0
2029-07-22,3466,retrait,46,Yamoussoukro,2,1
2026-03-31,1067,dépôt,105,Bouaké,12,0
2028-06-30,1728,paiement,183,Abidjan,18,0
2023-07-13,3682,retrait,144,Abidjan,28,1
2043-12-02,7764,retrait,92,San-Pédro,18,0
2024-08-01,2950,dépôt,100,Abidjan,13,0
2025-02-10,8771,paiement,150,Yamoussoukro,10,0
2029-07-23,6156,paiement,22,San-Pédro,24,0
2044-09-06,9625,paiement,55,Yamoussoukro,27,1
2028-01-21,6162,dépôt,112,San-Pédro,29,0
2041-05-02,9205,paiement,134,Abidjan,16,0
2034-09-14,7988,retrait,44,San-Pédro,4,1
2033-03-29,3344,retrait,192,Bouaké,3,0
2035-08-06,2986,dépôt,145,San-Pédro,16,0
2041-04-18,3622,retrait,120,Yamoussoukro,7,0
2040-02-20,4649,paiement,196,Bouaké,11,0
2028-09-04,6133,paiement,10,San-Pédro,1,1
2028-03-11,1594,dépôt,84,Abidjan,21,0
2039-02-20,6840,dépôt,180,Abidjan,13,1
2033-01-07,6329,retrait,34,Bouaké,15,0
2029-07-07,5809,retrait,107,Abidjan,7,0
2026-12-18,1846,dépôt,159,San-Pédro,4,0
2023-12-09,2205,dépôt,169,Abidjan,8,0
2042-04-30,1287,dépôt,78,San-Pédro,16,1
2029-12-02,6224,retrait,174,Yamoussoukro,11,0
2024-12-28,5552,paiement,32,Yamoussoukro,21,0
2035-07-14,9443,dépôt,104,Abidjan,16,1
2025-09-03,1216,dépôt,127,Bouaké,4,0
2038-06-18,484,retrait,106,Abidjan,19,0
2032-08-17,3895,dépôt,32,Abidjan,3,0
2039-08-09,8871,dépôt,19,Yamoussoukro,5,1
2044-01-05,8141,dépôt,142,Bouaké,9,0
2033-10-15,7928,retrait,109,Bouaké,10,1
2026-07-23,6859,dépôt,24,Yamoussoukro,8,1
2043-02-12,6098,paiement,127,Yamoussoukro,2,0
2024-10-22,4637,retrait,70,Abidjan,13,1
2027-02-01,7457,dépôt,46,Bouaké,16,0
2037-10-05,3761,dépôt,142,San-Pédro,7,0
2038-04-03,9539,retrait,197,Abidjan,1,0
2039-01-14,376,dépôt,130,Abidjan,23,0
2029-05-04,8078,retrait,184,Abidjan,29,0
2043-05-02,9163,dépôt,119,Abidjan,3,0
2043-03-04,3416,retrait,114,San-Pédro,3,0
2025-12-21,9853,paiement,100,Yamoussoukro,18,0
2043-08-29,9428,dépôt,24,Abidjan,2,1
2031-10-04,3728,dépôt,167,Bouaké,8,1
2038-11-05,7698,retrait,116,Bouaké,18,0
2037-11-17,6384,dépôt,70,San-Pédro,6,1
2023-03-09,6266,paiement,25,San-Pédro,10,0
2040-06-02,7166,retrait,92,Bouaké,2,0
2029-03-19,4905,dépôt,38,San-Pédro,21,1
2038-06-24,8306,dépôt,68,Bouaké,27,1
2039-07-30,1246,dépôt,148,Abidjan,19,0
2040-04-09,6777,retrait,35,Abidjan,17,0
2032-06-09,442,dépôt,185,Yamoussoukro,23,0
2029-06-25,8834,paiement,119,Yamoussoukro,17,0
2036-01-14,8669,retrait,59,Abidjan,4,0
2042-07-07,3983,retrait,55,Yamoussoukro,18,1
2029-11-17,5632,paiement,24,San-Pédro,11,0
2030-06-16,9677,dépôt,48,Yamoussoukro,3,0
2041-08-31,9840,dépôt,114,San-Pédro,2,0
2039-03-22,3077,retrait,31,Abidjan,21,1
2026-02-17,7240,dépôt,54,Abidjan,28,1
2043-10-14,6907,paiement,71,Yamoussoukro,5,1
2040-11-07,6465,retrait,36,San-Pédro,14,0
2041-10-17,941,paiement,58,San-Pédro,2,0
2041-11-29,3196,retrait,186,San-Pédro,24,0
2033-05-17,1193,paiement,32,Bouaké,19,0
2029-01-29,9072,retrait,174,Abidjan,15,0
2029-05-20,2312,retrait,72,Bouaké,10,0
2038-01-27,9588,retrait,113,Bouaké,29,1
2039-07-16,922,paiement,101,Abidjan,1,0
2043-05-12,6337,dépôt,142,Yamoussoukro,11,0
2034-03-12,2530,dépôt,120,Abidjan,10,1
2028-05-21,4910,retrait,104,San-Pédro,16,0
2040-02-24,2629,paiement,67,Abidjan,2,0
2043-03-25,3792,retrait,130,Bouaké,2,0
2034-12-14,5946,dépôt,133,Yamoussoukro,18,0
2024-02-28,3914,retrait,20,Bouaké,26,1
2041-12-26,6380,paiement,64,Yamoussoukro,9,1
2028-03-19,5109,retrait,118,Bouaké,4,1
2042-11-17,3378,paiement,191,San-Pédro,2,0
2033-09-22,379,paiement,91,San-Pédro,22,0
2032-11-27,5268,retrait,163,San-Pédro,11,1
2025-04-19,9830,dépôt,61,Yamoussoukro,15,0
2035-08-02,1430,retrait,160,Bouaké,12,0
2036-06-23,2233,paiement,40,San-Pédro,10,0
2023-05-22,1494,retrait,76,Yamoussoukro,13,0
2041-02-05,1887,retrait,170,San-Pédro,18,0
2026-10-09,8778,retrait,34,San-Pédro,1,0
2033-01-22,6140,retrait,103,Abidjan,16,0
2040-01-17,2016,paiement,48,Bouaké,14,0
2044-06-16,1370,dépôt,142,Yamoussoukro,15,0
2033-06-05,5690,paiement,17,Abidjan,19,1
2026-02-12,523,dépôt,76,Abidjan,6,1
2029-03-07,2405,paiement,88,Abidjan,19,1
2027-11-23,4126,retrait,182,Yamoussoukro,15,1
2033-10-13,4166,dépôt,166,San-Pédro,24,0
2037-10-18,5305,paiement,6,Abidjan,4,1
2043-03-02,9198,paiement,89,Abidjan,3,0
2024-04-04,1238,dépôt,128,Yamoussoukro,12,0
2043-01-11,492,dépôt,144,Abidjan,15,0
2025-08-06,8794,paiement,186,Abidjan,13,0
2033-02-17,9589,paiement,28,Bouaké,24,0
2026-08-29,5936,paiement,129,San-Pédro,26,0
2035-09-03,3088,retrait,198,San-Pédro,28,0
2043-09-23,8668,dépôt,31,San-Pédro,27,0
2027-05-22,4158,dépôt,6,Yamoussoukro,6,0
2029-02-16,4506,retrait,142,Abidjan,6,0
2024-10-01,8287,paiement,52,Abidjan,3,0
2044-02-18,3607,paiement,189,San-Pédro,13,1
2033-06-27,9311,retrait,2,Yamoussoukro,12,0
2038-05-07,3531,dépôt,25,Bouaké,18,0
2044-02-06,9565,paiement,3,Abidjan,23,0
2042-08-04,2545,paiement,166,Abidjan,11,0
2025-12-06,1239,dépôt,72,Abidjan,16,0
2023-06-05,2955,paiement,161,Yamoussoukro,1,0
2029-04-14,3181,dépôt,146,San-Pédro,5,0
2038-04-16,546,paiement,2,Abidjan,29,1
2035-07-15,3050,retrait,35,Abidjan,24,1
2025-12-25,4851,retrait,28,San-Pédro,13,0
2031-01-19,1422,paiement,160,Bouaké,24,0
2041-07-13,8091,dépôt,26,Abidjan,15,0
2035-01-02,3864,dépôt,163,Yamoussoukro,28,0
2025-07-19,3076,retrait,24,San-Pédro,21,0
2030-12-19,3613,retrait,132,Yamoussoukro,3,1
2037-02-09,7613,dépôt,152,Yamoussoukro,6,0
2043-09-01,463,retrait,139,San-Pédro,24,0
2031-11-22,7480,retrait,92,Yamoussoukro,18,1
2042-11-25,9869,paiement,39,Bouaké,27,0
2041-05-09,7694,dépôt,23,San-Pédro,17,1
2043-03-12,2443,dépôt,109,Bouaké,2,1
2042-05-31,6728,paiement,99,San-Pédro,18,0
2041-12-03,2184,paiement,174,Abidjan,19,1
2043-07-24,6603,dépôt,71,San-Pédro,8,0
2027-08-26,2637,dépôt,131,Yamoussoukro,15,0
2044-03-27,6717,dépôt,47,Abidjan,26,0
2044-10-08,6844,dépôt,134,Bouaké,9,1
2037-10-28,5930,dépôt,155,Abidjan,27,0
2033-06-28,6947,paiement,141,Yamoussoukro,29,0
2042-12-18,8537,paiement,95,Abidjan,5,1
2044-02-29,5263,paiement,140,Bouaké,15,0
2025-09-12,9998,retrait,111,Abidjan,28,1
2027-12-27,5762,dépôt,161,San-Pédro,9,0
2042-04-08,595,retrait,133,Yamoussoukro,25,0
2024-08-10,2486,dépôt,121,Abidjan,14,1
2043-11-19,6289,dépôt,110,Abidjan,29,0
2038-03-20,9912,retrait,115,San-Pédro,4,0
2042-12-12,6447,dépôt,168,Yamoussoukro,23,0
2044-10-03,1199,paiement,3,Bouaké,8,0
2040-09-12,3187,paiement,74,Bouaké,6,1
2040-05-24,9009,paiement,107,Yamoussoukro,17,0
2032-09-27,4674,retrait,49,Yamoussoukro,20,1
2026-10-27,4819,paiement,6,Bouaké,11,0
2023-09-22,7306,paiement,148,San-Pédro,4,0
2032-09-17,2533,dépôt,114,Abidjan,26,1
2037-12-01,367,dépôt,56,San-Pédro,2,0
2042-12-30,9498,retrait,90,Bouaké,4,1
2042-04-25,5082,paiement,189,San-Pédro,20,0
2033-07-31,496,dépôt,94,Yamoussoukro,11,0
2041-03-11,7564,dépôt,111,Abidjan,18,0
2029-07-28,1381,dépôt,180,Bouaké,4,0
2041-03-25,9801,paiement,123,Yamoussoukro,28,1
2033-02-28,2857,retrait,88,Yamoussoukro,18,0
2023-09-04,3900,paiement,24,Yamoussoukro,4,0
2027-05-14,9359,retrait,79,San-Pédro,13,0
2044-04-12,235,retrait,170,Bouaké,25,0
2038-05-26,1911,dépôt,62,Bouaké,18,0
2025-07-12,5583,paiement,149,Bouaké,18,0
2038-07-17,2477,dépôt,15,San-Pédro,3,0
2043-05-06,8455,dépôt,55,Abidjan,28,0
2024-10-31,227,retrait,140,Bouaké,10,0
2032-11-13,3799,paiement,13,Bouaké,19,1
2028-03-25,500,retrait,117,Abidjan,23,1
2039-08-31,3889,retrait,186,Yamoussoukro,20,1
2033-11-02,6199,paiement,104,Yamoussoukro,2,1
2030-05-20,5031,dépôt,185,Yamoussoukro,29,0
2030-02-04,5285,dépôt,17,Yamoussoukro,23,0
2027-11-17,1740,dépôt,35,San-Pédro,15,1
2031-04-02,5512,dépôt,35,San-Pédro,4,0
2029-04-26,5033,retrait,6,Bouaké,13,1
2036-02-13,2387,dépôt,157,Yamoussoukro,8,1
2033-02-07,1422,paiement,184,Yamoussoukro,12,0
2024-11-18,7031,paiement,88,San-Pédro,28,0
2024-09-04,868,dépôt,128,Yamoussoukro,11,0
2031-10-06,2894,retrait,114,Yamoussoukro,6,0
2029-03-17,4130,paiement,115,Bouaké,2,1
2043-12-28,4556,retrait,166,Bouaké,25,0
2041-09-04,8245,dépôt,128,Abidjan,3,0
2028-03-13,2633,paiement,184,Yamoussoukro,26,0
2038-11-10,9294,retrait,69,San-Pédro,13,1
2023-09-16,6334,paiement,24,Yamoussoukro,29,1
2031-01-03,2330,dépôt,88,Abidjan,5,0
2030-09-23,9471,retrait,78,Yamoussoukro,29,1
2032-02-22,9891,dépôt,157,Yamoussoukro,1,0
2032-08-26,9296,retrait,141,Abidjan,7,1
2035-06-30,489,retrait,10,Bouaké,28,1
2029-04-04,1055,retrait,41,Bouaké,19,0
2041-07-08,2239,dépôt,69,Bouaké,6,0
2024-04-29,8166,dépôt,197,Abidjan,20,0
2029-01-20,4099,paiement,155,Yamoussoukro,12,1
2036-08-05,6033,retrait,87,Yamoussoukro,13,0
2029-12-30,8112,paiement,169,San-Pédro,24,1
2023-01-08,5182,retrait,156,Yamoussoukro,28,1
2033-01-05,2821,dépôt,197,Yamoussoukro,22,0
2041-07-29,9090,paiement,91,San-Pédro,12,0
2035-01-20,6201,paiement,77,Bouaké,19,0
2029-08-23,8817,paiement,21,San-Pédro,1,1
2027-12-20,2922,dépôt,57,San-Pédro,8,0
2029-03-24,9062,retrait,165,Bouaké,29,0
2025-10-08,8717,paiement,98,San-Pédro,27,0
2039-10-28,2960,paiement,145,San-Pédro,29,0
2025-12-03,9475,dépôt,24,Yamoussoukro,23,1
2028-06-14,7195,retrait,143,Yamoussoukro,5,0
2033-11-14,5618,paiement,108,San-Pédro,2,0
2038-08-04,996,dépôt,150,Bouaké,1,0
2042-02-06,2346,dépôt,75,Bouaké,9,0
2033-08-03,307,paiement,55,San-Pédro,20,0
2042-07-20,4528,retrait,84,Yamoussoukro,26,0
2031-05-07,6419,dépôt,89,Yamoussoukro,2,0
2025-02-20,2761,retrait,143,Abidjan,16,0
2044-03-31,6961,retrait,62,Abidjan,27,0
2027-10-16,1368,retrait,19,San-Pédro,27,0
2030-08-23,9513,paiement,191,Yamoussoukro,4,0
2025-12-27,3536,paiement,160,Bouaké,6,1
2038-02-24,1638,paiement,172,Bouaké,25,0
2041-07-11,9614,paiement,60,Abidjan,19,1
2042-07-17,9553,paiement,120,Abidjan,8,0
2040-10-12,3551,paiement,51,Bouaké,6,1
2030-02-21,1565,dépôt,138,Yamoussoukro,25,1
2040-12-25,1387,paiement,136,San-Pédro,9,0
2029-04-09,4330,paiement,81,San-Pédro,21,0
2027-09-24,9576,retrait,44,Abidjan,10,1
2024-09-02,1354,retrait,70,San-Pédro,5,1
2035-10-11,6724,retrait,13,Abidjan,1,1
2023-12-10,5366,retrait,169,Abidjan,10,1
2038-04-30,3674,retrait,58,Bouaké,5,1
2040-02-04,850,paiement,21,Bouaké,28,0
2033-04-08,5505,dépôt,161,San-Pédro,19,0
2042-11-09,7317,retrait,127,Bouaké,8,1
2042-02-16,2848,dépôt,126,Bouaké,16,0
2031-10-21,5998,paiement,29,San-Pédro,8,1
2023-04-08,7927,paiement,83,Abidjan,8,1
2036-10-12,2027,retrait,156,Abidjan,11,0
2027-03-18,3394,dépôt,53,Yamoussoukro,12,0
2032-10-28,8128,dépôt,152,Bouaké,1,0
2032-12-27,8317,paiement,23,Abidjan,20,0
2040-06-10,3027,retrait,81,Abidjan,15,0
2036-07-29,9120,retrait,117,Yamoussoukro,14,0
2027-02-26,6357,dépôt,85,San-Pédro,29,0
2042-04-15,4779,dépôt,69,Yamoussoukro,15,1
2035-08-30,6847,retrait,35,Abidjan,29,0
2034-09-12,1791,paiement,31,Yamoussoukro,4,0
2033-01-17,3758,dépôt,101,Yamoussoukro,1,1
2028-09-21,1101,retrait,178,Yamoussoukro,21,0
2024-07-26,7425,paiement,177,Abidjan,28,0
2042-12-02,4571,dépôt,129,San-Pédro,3,1
2043-12-19,6074,paiement,13,Yamoussoukro,28,0
2041-03-13,7470,retrait,151,Abidjan,13,0
2031-05-21,7931,dépôt,187,Abidjan,24,0
2036-11-24,5760,retrait,192,Abidjan,13,0
2039-02-11,2555,dépôt,150,Abidjan,3,0
2039-01-03,8986,retrait,46,Bouaké,29,0
2038-04-21,9693,retrait,83,San-Pédro,14,0
2037-09-03,4252,paiement,31,Bouaké,25,0
2035-04-07,9265,retrait,79,Bouaké,1,0
2024-01-06,6437,dépôt,161,Bouaké,7,0
2028-04-22,4121,retrait,92,San-Pédro,6,0
2038-07-07,6918,paiement,83,Yamoussoukro,24,0
2041-11-30,1371,paiement,67,Bouaké,23,0
2033-01-18,3574,paiement,160,Yamoussoukro,19,0
2032-12-31,6017,retrait,123,Yamoussoukro,19,1
2029-06-19,179,dépôt,101,Bouaké,15,1
2034-08-31,7791,dépôt,131,Bouaké,18,0
2043-04-05,5099,retrait,195,Bouaké,29,1
2042-09-29,311,paiement,25,Yamoussoukro,8,0
2033-03-26,8389,retrait,199,Yamoussoukro,23,0
2036-07-07,235,retrait,38,San-Pédro,2,0
2038-02-14,2166,paiement,27,Abidjan,11,1
2038-03-19,5011,dépôt,33,Yamoussoukro,27,0
2026-03-17,6019,paiement,151,San-Pédro,28,0
2043-04-10,8132,dépôt,143,Bouaké,13,0
2026-11-23,8782,dépôt,145,San-Pédro,19,0
2042-08-29,5661,retrait,99,Abidjan,16,1
2042-04-16,4807,retrait,72,San-Pédro,10,1
2037-05-28,5118,dépôt,145,Bouaké,17,0
2025-05-24,8362,retrait,3,Bouaké,12,0
2029-04-16,1712,retrait,24,Bouaké,11,1
2030-03-28,4157,retrait,149,Abidjan,29,1
2041-12-27,3962,retrait,57,Bouaké,22,0
2025-04-20,2579,retrait,13,San-Pédro,27,1
2024-08-04,1665,dépôt,175,Abidjan,10,1
2023-07-24,3567,paiement,92,San-Pédro,20,1
2027-06-30,9724,retrait,139,Abidjan,2,0
2028-07-07,450,dépôt,118,Yamoussoukro,16,0
2031-11-28,6272,dépôt,124,San-Pédro,22,0
2042-04-24,2218,retrait,11,Bouaké,6,0
2025-06-24,2950,dépôt,195,Bouaké,1,0
2024-09-23,6465,paiement,12,San-Pédro,24,1
2038-07-21,8930,paiement,16,Yamoussoukro,22,1
2041-07-28,6565,paiement,68,Bouaké,1,0
2028-05-28,5391,dépôt,6,San-Pédro,29,0
2023-06-12,9796,dépôt,13,Abidjan,8,0
2037-12-19,7310,paiement,13,Abidjan,14,0
2042-09-06,7160,paiement,123,Abidjan,2,0
2036-12-15,7297,dépôt,39,Bouaké,7,0
2035-11-27,409,paiement,81,Yamoussoukro,27,0
2025-05-25,3775,dépôt,161,Yamoussoukro,5,0
2026-12-02,3976,retrait,61,Yamoussoukro,3,0
2035-09-18,5714,paiement,32,Abidjan,17,0
2041-06-15,4327,dépôt,125,Bouaké,21,0
2036-09-12,1534,paiement,2,San-Pédro,10,1
2037-11-02,9996,paiement,73,San-Pédro,3,1
2030-10-27,8914,paiement,42,Bouaké,8,1
2028-02-05,4830,paiement,47,San-Pédro,6,0
2030-04-13,4735,retrait,101,San-Pédro,15,0
2032-04-07,4153,dépôt,163,Bouaké,12,0
2043-02-09,3988,retrait,195,Yamoussoukro,9,0
2043-12-22,4228,dépôt,79,Abidjan,10,0
2041-03-29,2472,retrait,18,Bouaké,29,0
2035-12-17,2889,paiement,189,San-Pédro,5,1
2032-02-14,7931,paiement,60,Bouaké,16,1
2044-01-07,4879,dépôt,53,Yamoussoukro,10,0
2039-06-29,6704,dépôt,176,San-Pédro,15,1
2038-04-15,1132,retrait,12,San-Pédro,25,0
2028-09-27,2949,retrait,128,Abidjan,1,1
2028-06-26,9642,dépôt,137,San-Pédro,8,0
2038-02-12,8569,retrait,31,Abidjan,5,1
2024-06-30,1719,retrait,77,Abidjan,28,0
2026-12-20,3175,dépôt,147,Yamoussoukro,11,1
2038-03-13,5983,retrait,173,Abidjan,13,0
2030-02-23,5524,retrait,133,San-Pédro,28,1
2028-03-15,3844,paiement,28,Yamoussoukro,17,1
2040-04-08,8174,retrait,92,San-Pédro,22,0
2030-07-20,4921,paiement,89,San-Pédro,11,0
2028-02-29,6570,retrait,159,San-Pédro,11,0
2044-02-27,158,paiement,197,Yamoussoukro,16,0
2028-09-28,6498,paiement,169,Yamoussoukro,7,0
2042-01-24,7647,paiement,36,San-Pédro,24,1
2042-09-05,5249,dépôt,68,Yamoussoukro,14,0
2025-04-16,2695,dépôt,111,Bouaké,21,0
2032-07-03,1793,paiement,193,Yamoussoukro,15,1
2035-11-11,4157,retrait,112,Abidjan,11,1
2040-06-07,6192,dépôt,138,Yamoussoukro,17,0
2028-12-11,8859,dépôt,82,San-Pédro,26,0
2041-11-01,2404,dépôt,10,San-Pédro,25,1
2041-08-28,2217,paiement,197,Abidjan,20,0
2024-02-03,1143,paiement,194,Bouaké,22,1
2028-07-03,4579,dépôt,19,Yamoussoukro,18,1
2044-01-11,698,retrait,1,San-Pédro,27,0
2026-07-07,9839,paiement,126,Bouaké,12,0
2038-06-17,1052,dépôt,179,San-Pédro,3,0
2039-01-09,2291,paiement,58,San-Pédro,14,0
2034-08-27,4812,paiement,78,San-Pédro,20,0
2028-01-11,1339,paiement,6,Bouaké,29,0
2025-10-16,2126,retrait,27,Yamoussoukro,18,0
2026-08-19,2653,paiement,150,San-Pédro,18,0
2036-09-15,289,dépôt,117,Abidjan,19,1
2024-04-20,1892,dépôt,167,San-Pédro,1,1
2030-09-11,3551,paiement,20,Bouaké,24,1
2039-06-18,4817,dépôt,162,Yamoussoukro,14,0
2027-07-10,6420,retrait,75,Abidjan,27,0
2043-04-28,4420,paiement,113,Abidjan,15,1
2041-09-23,1508,dépôt,64,San-Pédro,24,0
2029-12-03,1292,dépôt,115,San-Pédro,23,0
2026-04-21,187,retrait,120,Abidjan,20,0
2037-04-03,9353,retrait,150,Abidjan,12,1
2042-05-30,6991,dépôt,182,Abidjan,25,0
2039-11-12,5833,paiement,106,Yamoussoukro,9,0
2037-10-12,9191,retrait,132,Yamoussoukro,12,0
2025-05-17,5824,retrait,53,Yamoussoukro,13,0
2031-02-22,838,dépôt,128,San-Pédro,1,0
2024-06-25,7823,dépôt,123,Bouaké,6,0
2026-02-06,8790,retrait,196,Bouaké,19,1
2044-03-17,2970,retrait,190,Bouaké,1,0
2042-09-21,6528,paiement,15,Bouaké,23,0
2032-04-13,8620,retrait,111,Abidjan,12,0
2038-10-07,6103,retrait,162,San-Pédro,28,0
2031-02-10,6714,retrait,199,Abidjan,10,0
2034-05-18,4472,paiement,57,Yamoussoukro,14,0
2031-12-04,4724,paiement,98,Abidjan,15,1
2037-03-28,7993,dépôt,166,Abidjan,27,1
2044-08-14,5701,paiement,73,San-Pédro,10,1
2030-01-27,4672,dépôt,5,Bouaké,6,0
2030-09-14,3969,paiement,16,Yamoussoukro,22,0
2040-01-03,9449,paiement,132,Abidjan,6,1
2041-12-28,3104,retrait,121,Yamoussoukro,17,1
2038-02-04,7019,dépôt,6,Abidjan,2,0
2032-10-26,5053,retrait,180,San-Pédro,26,1
2041-10-28,1363,dépôt,159,Abidjan,21,1
2037-05-08,4479,dépôt,57,Bouaké,1,0
2041-08-24,2380,dépôt,5,Yamoussoukro,25,0
2030-03-15,5208,retrait,37,Yamoussoukro,29,0
2040-07-20,6438,paiement,4,Yamoussoukro,12,0
2036-12-24,1277,paiement,112,Yamoussoukro,5,0
2025-12-16,8093,dépôt,199,Yamoussoukro,17,0
2034-09-23,2322,dépôt,108,San-Pédro,3,1
2028-09-16,8570,dépôt,38,San-Pédro,19,0
2029-09-18,4624,dépôt,62,Bouaké,14,0
2036-08-06,8251,paiement,119,Bouaké,19,0
